Quel chroniqueur TV se plaint sans cesse de la malbouffe;Jean-Pierre Coffe
Se dit du lever ou du coucher d'un astre qui se produit au même instant que celui du Soleil.;Heliaque
Système mécanique s'appuyant sur le principe de la vis d'Archimède. Sert notamment à propulser des navires.;Helice
Ensemble de satellites de recherche de l'ESA lancés en 1968 et 1972, conçus pour étudier le champ magnétique de la terre et le champ magnétique interplanétaire.;Heos
Appareil fixe de mesure du temps, de taille plus ou moins importante, qui indique l'heure sur un cadran et peut sonner à intervalles fixes.;Horloge
Instrument de labour à bras, à fer large et recourbé.;Houe
Combustible minéral fossile solide, provenant de végétaux ayant subi au cours des temps géologiques une transformation lui conférant un grand pouvoir calorifique.;Houille
Corps de remplissage en aggloméré ou en terre cuite posé entre les solives, les poutrelles ou les nervures des planchers.;Hourdis
Le plus grand des télescopes spatiaux, opérant dans le visible et l'ultraviolet, mis en orbite en 1990.;Hubble
Carburant pour moteur de fusée composé de combustible et d'oxydant, qui réagissent instantanément par simple contact.;Hypergol
Bloc de glace flottant, détaché d'un glacier polaire (inlandsis), constitué d'eau douce et immergé aux 6/7e.;Iceberg
Résistance de la matière aux modifications de vitesse ou de direction de son mouvement.;Inertie
Réseau mondial d'ordinateurs.;Internet
Alliage de fer contenant 36% de nickel et présentant un faible coefficient de dilatation.;Invar
Elément chimique de symbole I, du groupe des halogènes.;Iode
Ce terme signifie, en géométrie: qui a les côtés égaux.;Isocele
Substance qui ne conduit ni la chaleur ni l'électricité.;Isolant
Terme désignant les énergies colossales qui sont émises sous forme de rayonnement par le centre des galaxies actives. Il s'agit le plus souvent de radiogalaxies et de quasars qui libèrent un rayonnement synchrotron et parfois même un rayonnement visible.;Jets
Bateau à voile d'Extrême-Orient dont les voiles sont tendues par des lattes de bambou.;Jonque
Planétoïde (ou petite planète) découvert en 1804 par Harding.;Junon
La cinquième et plus grosse planète du système solaire. Elle tourne autour d'elle-même en un peu moins de 10 heures et décrit son orbite en 11 ans et 315 jours. Elle est recouverte de nuages disposés en bandes sombres et en zones claires parallèles à l'équateur, avec une tache caractéristique rouge ;Jupiter
Carburant raffiné utilisé dans les avions et fusées. Il brûle avec de l'oxygène liquide pour fournir de l'énergie.;Kerosene
Véhicule spatial (fusée à étages ou navette spatiale) permettant d'envoyer une charge utile dans l'espace.;Lanceur
Famille de satellites utilisés pour la télédétection des ressources terrestres.;Landsat
Charbon datant de l'ère tertiaire, comportant de 60 à 80% de carbone, et une quantité importante d'eau.;Lignite
Outil comportant de nombreuses arêtes et servant à user par frottement.;Lime
Machine à composer les lettres d'imprimerie en fondant les caractères par lignes complètes.;Linotype
Coin métallique utilisé pour le levage des pierres de taille.;Louve
Terme désignant l'Etoile du Soir, Vénus.;Lucifer
Satellite unique de la Terre. Elle nous présente toujours la même face, car sa période de rotation sur elle-même est exactement égale à celle de sa révolution autour de la Terre: (8 200 m au mont Leibniz). La température de son sol présente de grands écarts entre le jour (+ 110 °C) et la nuit (- 150;Lune
Appareil servant à mesurer l'intensité lumineuse. Il se compose la plupart du temps d'une cellule photoélectrique et d'un instrument de mesure électrique, qui va mesurer l'intensité du courant électrique dans la cellule.;Luxmetre
Constellation de l'hémisphère boréal.;Lyre
Revêtement de routes fait de pierres concassées et d'un agrégat sableux, agglomérés au moyen d'un rouleau compresseur. Cette invention de 1815, qui permit de rendre les routes plus résistantes, reçut le nom de son créateur, un Ecossais.;Macadam
Mélange pâteux, plus ou moins fluide, de matières minérales en fusion, provenant des zones profondes de la Terre, où les roches sont soumises à des pressions et à des températures très élevées.;Magma
Fonction d'un logiciel de traitement de texte permettant de fusionner un texte type et une liste (ou base de données) d'adresses pour l'envoi en nombre d'un courrier-type personnalisé.;Mailing
Sucre de malt qui, par hydrolyse, donne deux molécules de glucose.;Maltose
Programme de la NASA, conçu pour explorer les autres planètes de notre système solaire.;Mariner
Amplitude de la marée (différence de hauteur entre la marée haute et la marée basse) qui peut être employée pour produire de l'énergie électrique, dans une usine marémotrice, notamment.;Marnage
Première planète extérieure du système solaire, dédiée au dieu romain de la Guerre du fait de sa teinte rougeâtre. L'excentricité de son orbite est très supérieure à celle de la Terre. Dans le cas le plus favorable, la distance entre cette planète et la Terre se réduit à 56 millions de km (dernier r;Mars
Aussi appelé fuel domestique. Combustible liquide provenant de la distillation du pétrole, utilisé comme combustible de chauffage.;Mazout
C'est la planète la plus proche du Soleil. Elle décrit en 87,97 jours une orbite très excentrique, en effectuant sur elle-même une rotation dont la période (58,65 jours) vaut exactement les deux tiers de sa révolution orbitale. A peine plus grosse que la Lune (4 878 km de diamètre contre 3 476 km), ;Mercure
Nom des premières capsules spatiales habitées de la NASA.;Mercury
Méthode mise au point durant les années 1978 et 1979, et qui permet la conception et le développement de systèmes d'informations. L'emploi de cette méthode sur une base de données relationnelle permet de limiter de la redondance de l'information.;Merise
Appelé étoile filante. Terme désignant le phénomène lumineux intervenant à des hauteurs comprises entre 90 et 110 km au-dessus de la surface de la Terre lorsque qu'une météorite pénètre dans l'atmosphère terrestre.;Meteore
Composé de la chimie organique. Il se présente sous forme gazeuse. Il est incolore, inodore et inflammable et il forme un mélange explosif avec l'air (le grisou, par exemple). Il entre dans la composition du gaz de ville. Dans la nature, on le trouve souvent avec le pétrole.;Methane
Le premier, celui de Londres, a été mis en service en 1863. Par la suite, furent construits ceux de New York (1885), de Chicago (1892), de Budapest (1896), de Glasgow (1897), de Vienne (1898) et de Berlin (1902). C'est Fulgence Bienvenüe qui dirigea les premiers travaux de celui de Paris.;Metro
Emanations des sols marécageux, autrefois responsables de l'apparition de nombreuses maladies.;Miasme
Premier micro-ordinateur au monde, créé par André Truong et François Gernelle en 1973. Sa conception s'articulait autour du microprocesseur 8008, deuxième microprocesseur d'Intel. Il ne parvint jamais à s'imposer. En 1975, c'est un autre micro-ordinateur, l'Altair 8800, qui triomphait aux Etats-Unis;Micral
Terminal du système français de vidéotex dont le nom, trouvé par le designer Roger Tallon, symbolise à lui seul la réussite, unique au monde, de cette forme de télématique grand public en France.;Minitel
Version améliorée de la dernière station du programme spatial soviétique Saliout. Elle fut mise en orbite en 1986 pour créer le noyau d'une station spatiale modulaire, qui serait habitée en permanence.;Mir
Nom donné à des avions militaires construits par la firme française Avions Marcel-Dassault.;Mirage
Marque fixe matérialisée dans le viseur d'une arme à feu.;Mire
Projectile de forte puissance doté d'un système de propulsion autonome.;Missile
Etoile double de la constellation de la Grande Ourse.;Mizar
Désigne les processeurs incluant un jeu de cinquante-sept instructions supplémentaires destinées à permettre l'accélération des traitements multimédia (affichage 2D et 3D, vidéo, reconnaissance des formes, etc...).;Mmx
Périphérique informatique permettant de transmettre des données informatiques au moyen d'une ligne téléphonique.;Modem
Se dit d'un dispositif de chemin de fer n'utilisant qu'un seul rail de roulement.;Monorail
Machine qui transforme un type d'énergie (vent, eau, chaleur, énergie électrique) en énergie mécanique pour actionner les machines de travail, les véhicules et les avions.;Moteur
Nom vulgaire donné aux appareils qui permettent de relever en temps réel la vitesse d'un véhicule et de l'inscrire sur un disque appelé tachygraphe.;Mouchard
Partie de la roue relié à l'essieu ou à l'arbre, à laquelle sont reliés les rayons de la roue ou les roues elles-mêmes.;Moyeu
Norme élaborée par le groupe d'experts du même nom. Elle définit un procédé spécial de compression de données pour les images animées (vidéos, animations par ordinateur). Ce procédé de compression est indispensable car le traitement numérique des vidéos produit d'énormes volumes de données qui ne pe;Mpeg
C'est un pilote (ou driver) de lecteur de CD-ROM sous MS-DOS, intégré au fichier de configuration AUTOEXEC.BAT. Ce pilote permet d'accéder au lecteur de CD-ROM comme à un disque dur.;Mscdex
Substance calcaire et organique, dure, brillante, à reflets irisés et chatoyants, qui recouvre la face interne de la coquille de certains mollusques et que l'on utilise en bijouterie et en marqueterie.;Nacre
Point imaginaire de la voûte céleste, opposé au zénith.;Nadir
C'est la plus lointaine des planètes géantes du système solaire, découverte en 1846 par Galle à partir des calculs de Le Verrier. Elle parcourt en 164 ans et 281,6 jours une orbite quasi circulaire. Sa distance au Soleil est de 4 445 300 000 km au périhélie et de 4 531 500 000 km à l'aphélie. Son di;Neptune
Technique utilisée en bijouterie: gravure de l'or et de l'argent avec un mélange de couleur noire fait de cuivre, de plomb, de soufre et de borax.;Nielle
Un des quatre points cardinaux. Côté de l'horizon opposé au Sud.;Nord
Machine à élever l'eau, constituée principalement d'une roue ou d'une chaîne sans fin à laquelle sont fixés des godets.;Noria
Abréviation. Nom de la norme américaine pour les signaux vidéo de la télévision, qui, à la différence du PAL ou du SECAM français, utilise 525 lignes et 30 images par seconde. Cette norme est également utilisée au Japon.;Ntsc
Ensemble de particules d'eau très fines, liquides ou solides, maintenues en suspension par les mouvements de l'air.;Nuage
Nom du réseau français RNIS.;Numeris
Projectile utilisé dans l'artillerie.;Obus
Canon court pour des tirs verticaux ou plongeants.;Obusier
Constellation située à proximité du pôle Sud céleste.;Octant
Figure géométrique comportant 8 côtés.;Octogone
Terme anglais. Procédé d'impression industrielle dérivé de la lithographie, dans lequel le report du texte ou de l'image à imprimer se fait d'abord de la forme d'impression sur un rouleau spécial (blanchet en caoutchouc), puis de ce rouleau au papier. 5;Offset
Canalisation, ou pipe-line, permettant le transport du pétrole brut du site d'extraction jusqu'au site de raffinage. Le premier fut construit en 1863, aux Etats-Unis. Il mesurait 8 km de long. Aujourd'hui, les plus longs mesurent près de 3000 km, et débitent plusieurs dizaines de millions de tonnes ;Oleoduc
S'oppose au passage de la lumière.;Opaque
Coton élaboré.;Ouate
Un des quatre points cardinaux. Côté de l'horizon opposé à l'Est.;Ouest
Constellation de l'hémisphère boréal, appelée aussi le Grand Chariot et séparée de la Petite Ourse par le Dragon.;Grande Ourse
Musique, proche de la techno, tenant plus de la distinction sonore que du mouvement musical.;Acid
Actrice française. Après des débuts à la Comédie-Française (Ondine, 1973), elle se consacre au cinéma où son jeu fougueux et passionné fait d'elle une star popu;Adjani
Personnage principal de la pièce de Molière intitulée le Misanthrope;Alceste
En musique, désigne un mouvement vif et rapide.;Allegro
Mot exprimant l'allégresse des fidèles, ajouté par l'Église à des prières ou à des psaumes.;Alleluia
Instrument à cordes frottées, un peu plus grand que le violon et s'accordant une quinte au-dessous.;Alto
Chaire élevée dans le choeur, dans les anciennes basiliques grecques et byzantines.;Ambon
Procédé permettant d'enregistrer et de lire sur une cassette à ruban magnétique des images filmées par une caméra ou à partir d'une émission de télévision.;Ampex
Désigne un morceau modéré, intermédiaire entre l'adagio et l'allegro. Morceau exécuté d'une manière assez lente.;Andante
Baguette en bois tendue de crins, qui sert à mettre en vibration des instruments à cordes frottées (violon, alto, violoncelle, contrebasse).;Archet
Chant solo, accompagné, ou pièce instrumentale mélodique.;Aria
Mélodie généralement très brève. Son style est souvent léger, gracieux, frôlant parfois la préciosité.;Ariette
Comédienne française. Campant des personnages gouailleurs et pleins d'esprit de repartie, elle a été l'interprète de nombreux films de M. Carné: Hôtel* du Nord (1938), les Visiteurs du soir (1942), les Enfants du paradis (1945).;Arletty
Accord dont on exécute successivement toutes les notes.;Arpege
Chaîne de télévision culturelle européenne. En France, elle partage avec la Cinquième le canal précédemment occupé par la Cinq.;Arte
Personnage de bande dessinée qui apparaît pour la première fois en 1959 dans la revue Pilote. Son compagnon est Obélix.;Asterix
Dans la danse, figure d'équilibre sur une seule jambe, l'autre étant repliée en arrière.;Attitude
(Fred, dit Tex) Réalisateur américain de dessins animés (1908 ­ 1980). Il a créé Betty Boop, et à l'opposé de toute mièvrerie, un monde d'animaux «fous»: Porky Pig le porcelet, Daffy Duck le canard, Bugs Bunny le lièvre, Droopy le chien, etc.;Avery
Chanteur et acteur de cinéma français né à Paris en 1924, d'origine arménienne. Auteur et compositeur, il écrivit d'abord pour d'autres (Edith Piaf, Juliette Gréco), avant d'interpréter lui-même ses chansons et de s'imposer auprès d'un public international.;Aznavour
Jeune éléphant, vêtu et se comportant comme un petit garçon, héros d'une série d'albums de Jean de Brunhoff.;Babar
Actrice et réalisatrice française. Elle a fait ses débuts dans le café-théâtre et a appartenu à la troupe du Splendid.;Balasko
Spectacle de danse classique exécuté par plusieurs personnes, qui comporte le plus souvent une part de pantomime, avec un accompagnement de musique et quelquefois de texte parlé.;Ballet
Instrument à cordes pincées, sorte de guitare utilisée dans des orchestres de jazz et dans la musique country.;Banjo
Poète et chanteur celte qui célébrait les héros en musique.;Barde
(Brigitte) Comédienne française née en 1934. Sa personnalité, mélange de sensualité innocente et de provocation, plus que ses rôles, a marqué les années 1950-1960.;Bardot
(Cecilia) Cantatrice italienne, mezzo-soprano (née en 1966). L'une des plus grandes chanteuses du XXe siècle, célèbre pour ses interprétations des airs de Rossini et de Mozart. Elle a travaillé avec les plus grands chefs d'orchestre, comme Nikolaus Harnoncourt.;Bartoli
Registre de la voix masculine, voix intermédiaire entre le ténor et la basse.;Baryton
(Kim) Actrice de cinéma américaine (née en 1953), originaire de Géorgie. Après avoir pris des cours de chant et de théâtre, c'est le film Neuf semaines et demi qui la rend véritablement célèbre.;Basinger
Instrument à vent, en bois et à anche double, la basse de la famille des bois.;Basson
Auteur, compositeur, interprète français d'origine égyptienne, né en 1930. Il est révélé par la chanson l'Eau vive.;Beart
Rythme saccadé et dur, à l'origine la base métrique pour tous les styles de jazz. A partir de 1960, les Beatles en firent une forme de musique indépendante, composée de rock and roll et de blues.;Beat
Nom d'un groupe de musiciens de Liverpool, dont les membres étaient George Harrison, John Lennon, Paul McCartney, Ringo Starr.;Beatles
Personnes appartenant à la «beat generation»: aux Etats-Unis se formèrent des groupements de jeunes auteurs, musiciens de jazz et peintres représentant l'avant-garde des années 50.;Beatniks
Compositeur, interprète français. Il est surnommé «Monsieur 100 000 volts»;Becaud
(Sidney) Clarinettiste, saxophoniste (soprano) et chef d'orchestre de jazz américain (1897 ­ 1959). Il popularisa en France le style Nouvelle-Orléans.;Bechet
Acteur et humoriste français. Il débute sur la scène humoristique avec sa compagne. Aujourd'hui, sa carrière et sa popularité se construit essentiellement sur des «one-man-show», dans lesquels il dresse un portrait au vitriol de la société française et de ses dirigeants.;Bedos
Chanson destinée à endormir les enfants, pièce de musique d'un genre doux.;Berceuse
Auteur, compositeur, interprète français, décédé en 1992. Une de ses meilleures réalisations est sans doute l'opéra rock Starmania (1978), écrit avec Luc Plamondon.;Berger
Compositeur français, éminent représentant du romantisme dans la musique française. Il est né le 11 décembre 1803 en Dauphiné.;Berlioz
Cinéaste français qui connaît un ample succès auprès des jeunes. On lui doit notamment Nikita, Atlantis, le Grand Bleu.;Besson
Actrice et chanteuse anglaise. Révélée par Serge Gainsbourg qui l'a fait jouer et qui a composé pour elle de nombreuses chansons.;Birkin
Compositeur français. Il obtient le prix de Rome en 1857. On lui doit notamment: Les Pêcheurs de permes, Carmen;Bizet
(Michel) Acteur de cinéma français (né en 1953). Venu du café-théâtre, il commence dans le cinéma en 1974 et devient célèbre, comme tous les anciens de la troupe du Splendid, grâce aux Bronzés (1978). Apprécié pour son talent comique avec Viens chez moi j'habite chez une copine (1981) et Retenez-moi;Blanc
Danse lente sur quatre temps, qui trouve ses origines dans le chant mélancolique des Noirs des Etats du sud des Etats-Unis. Base du jazz, moyen d'expression socio-politique de la minorité noire d'Amérique du Nord.;Blues
(Theobald) Flûtiste bavarois. (1794 ­ 1881). Inventeur d'un système simplifiant le doigté de la flûte et de la clarinette.;Boehm
Théâtre de Moscou construit en 1824, détruit par un incendie (1853), puis reconstruit en 1856 par Alberto Cavos. Il est célèbre par ses ballets et sa troupe d'opéra.;Bolchoi
Composition orchestrale de Ravel écrite pour la danseuse et mécène Ida Rubinstein.;Bolero
(Carole) Actrice de cinéma française (née en 1957). Célèbre pour sa beauté froide, elle incarne dans Trop belle pour toi (1989) la femme inaccessible qui voit Gérard Depardieu lui préférer Josiane Balasko.;Bouquet
Acteur et chanteur français. Il débuta comme chanteur puis s'illustra dans l'opérette. Au cinéma, il excella dans les rôles comiques (le Corniaud, 1965) comme dans les compositions dramatiques (la Traversée de Paris, 1956).;Bourvil
Chanteur, acteur et cinéaste belge. Auteur-compositeur et interprète de chansons à forte charge poétique ou satirique, qui marquèrent son époque (Amsterdam, Ne me quitte pas, etc ).;Brel
(Patrick) Auteur, compositeur, interprète et comédien français né en 1959. Avec Alors regarde et Casser la voix, il est devenu la coqueluche du public adolescent. Il a également joué dans plusieurs films.;Bruel
(Montserrat) Cantatrice espagnole (née en 1933). Sa voix de soprano l'a rendue célèbre, notamment lors d'interprétations d'opéras italiens, classiques ou romantiques, et dans des drames lyriques espagnols: les zarzuelas.;Caballe
Etablissement présentant un spectacle et où le public peut se restaurer.;Cabaret
En musique, succession harmonique simple en conclusion d'une phrase musicale. e.;Cadence
Célèbre danse parisienne de cabaret de la seconde moitié du XIXe siècle, pratiquée surtout dans le quartier de Montmartre.;Cancan
Morceau de musique avec arias, récitatifs, accompagnement et phrases instrumentales.;Cantate
Fête, défilé costumé originaire d'Italie. Le plus célèbre est sans doute celui de Rio de Janeiro au Brésil.;Carnaval
Traduction anglaise de «Dessin animé».;Cartoon
Ténor italien de renommée mondiale, premier ténor au Metropolitan Opera de New York (1903-1920).;Caruso
Opération qui consiste à choisir les acteurs d'un film en fonction des besoins. Il ne concerne pas, le plus souvent, les vedettes principales.;Casting
Nom donné à un chanteur masculin qui a subi une castration au cours de son enfance pour que sa voix de soprano soit préservée.;Castrat
Morceau de musique proche de l'aria.;Cavatine
Cinéaste anglais, à la fois acteur, réalisateur, scénariste et musicien. Il devint rapidement célèbre pour ses courts et longs métrages, où il joue le rôle de Charlot.;Chaplin
(Ray) Chanteur et pianiste noir-américain de soul et de rock (né en 1932). Devenu aveugle à la suite d'une maladie, ce grand musicien noir, issu d'une famille géorgienne très pauvre, a appris la musique dans une école pour aveugles et a connu un début de carrière difficile. A partir de 1950, il accè;Charles
Thème musical (nombre de mesures) choisi comme support, lors de l'improvisation d'un morceau de jazz.;Chorus
Instrument composé d'une caisse de résonance plate tendue de trente à quarante-cinq cordes.;Cithare
(René Chomette, dit René) Cinéaste et écrivain français (1898 ­ 1981). Réalisateur de films de fantaisie et d'humour qui influencèrent le cinéma français d'avant la Nouvelle Vague.;Clair
Instrument à vent en cuivre, sans piston ni clef, et à embouchure circulaire.;Clairon
(Kenneth Spearman, dit Kenny) Batteur de jazz américain (1914 ­ 1985). Il fut l'un des inventeurs du be-bop.;Clarke
Instrument à clavier et à cordes, ces dernières étant pincées par un bec de plume.;Clavecin
Signe de notation musicale placé au début de la portée de notes, indiquant la hauteur absolue du son.;Clef
Instrument sonore de forme cylindrique, ouvert vers le bas, muni d'un battant (à l'intérieur) ou d'un marteau (à l'extérieur) qui le met en vibration.;Cloche
(Kurt) Ex-chanteur du groupe Nirvana. Il s'est suicidé en 1994.;Cobain
Ecrivain et cinéaste français. Poète, romancier, dramaturge, cinéaste, constamment lié au moderne dans ses expressions éphémères et diverses. Il fut aussi dessinateur, peintre , organisateur de spectacles-manifestes.;Cocteau
(Phil) Chanteur de rock britannique (né en 1951). Batteur, compositeur et acteur de cinéma. Il commença sa carrière comme batteur du groupe Genesis et devint, suite au départ de Peter Gabriel, le chanteur et leader du groupe.;Collins
Saxophoniste de jazz américain (1926-1967) il a amorcé sa carrière en jouant dans plusieurs orchestres, notamment aux côtés de Dizzy Gillespie.;Coltrane
Artiste comique français populaire. Il a eu une action sociale notamment par son engagement dans les Restaurants du coeur, destinés aux plus défavorisés.;Coluche
Exécution d'oeuvres musicales devant un public. Forme de l'art musical qui s'est développée à l'époque du baroque. A l'origine, il était composé de plusieurs parties solistes.;Concert
Instrument de musique en bois ou en métal, également en coquillages ou en cornes d'animaux.;Cor
Instrument à vent de la famille des cuivres. Son ancêtre était le cor de postillon.;Cornet
Type de musique apparu au début des années 20, dans le sud-est des Etats-Unis. La ville de Nashville en est la capitale. Cherchant à traduire l'ambiance rurale du Sud, les Américains de l'époque, originaires d'Ecosse, du Pays de Galles ou d'Irlande, ont puisé dans le folklore et les chansons populai;Country
Partie d'une petite chanson satyrique de l'opéra ou de l'opérette comique, notamment au cabaret.;Couplet
(Charlélie) Auteur, compositeur, interprète (né en 1956). Découvert en 1979 au Printemps de Bourges, il poursuit depuis une carrière sans faille, conquérant peu à peu l'estime du public et la reconnaissance de son talent.;Couture
Chanteur de charme, à la voix et aux textes remplis d'émotion et de sentiments amoureux.;Crooner
Danse populaire hongroise qui commence très doucement et va en s'accélérant de plus en plus.;Csardas
Groupe de new wave anglais. Créé en 1979 par Robert Smith, chanteur et leader du groupe, et Simon Gallup (bassiste), Le groupe  se fait connaître en Angleterre dès 1980 avec l'album Boys don't cry. Proche du mouvement punk au début de sa carrière, Smith s'en est rapidement éloigné, par le choix d'un;Cure
Instrument de musique se composant de deux disques de cuivre.;Cymbale
Instrument de musique, très populaire en Hongrie, doté de cordes en acier fixées sur une caisse de forme trapèzoïdale. Deux maillets sont utilisés pour frapper sur les cordes.;Cymbalum
(André Isaac, dit Pierre) Chansonnier et écrivain français (1893 ­ 1975). Il cultiva avec bonheur le genre «loufoque».;Dac
Courant musical, influencé par la disco, apparu dans les années 90 et caractérisé par un rythme rapide, inspiré du funk.;Dance
Acteur de cinéma américain, qui trouva la mort en 1955 dans un accident de voiture. Il est devenu le personnage culte de sa génération grâce au film la Fureur de vivre.;Dean
Acteur, réalisateur et producteur de films français. Surtout connu pour ses nombreuses interprétations de durs et de séducteurs: Rocco et ses frères, le Guépard (1962), Borsalino (1970), Parole de flic (1985).;Delon
Petit instrument composé d'une lame d'acier recourbée et qui, mis en vibration, produit le la.;Diapason
Galette, généralement en vinyl, de forme ronde, dont les sillons sont gravés de sons au moyen de différentes encoches. Sa vitesse de rotation peut être de 45 t./mn. ou 33 1/3 t./mn. (microsillon), 16 2/3 t./mn. ou 78 t./mn, ces derniers n'étant plus utilisés de nos jours.;Disque
Cantatrice très connue, dont la voix est particulièrement appréciée.;Diva
(Placido) Chanteur lyrique espagnol (né en 1941). L'un des plus populaires aujourd'hui avec Luciano Pavarotti et José Carreras. Spécialisé dans les rôles de ténors des opéras de Verdi, en particulier Rigoletto et Otello, il a récemment abordé un registre plus dramatique avec Le Ring, l'opéra de Rich;Domingo
Musicien britannique (né en 1946). Appelé le «troubadour des années 60», et considéré comme l'équivalent européen de Bob Dylan. Sa musique mêle le folk, les influences indiennes, et ses textes sont inspirés de la poésie de Lewis Carroll. Son plus grand succès, Mellow Yellow, n'a pas empêché sa dispa;Donovan
Groupe de rock américain dominé par la figure mythique de son chanteur Jim Morrison.;Doors
(Jacques) Compositeur, interprète de chansons et acteur de cinéma français (né en 1943). Il commence dans la chanson en composant pour Françoise Hardy. Puis, à partir de 1960, il travaille en collaboration avec Jacques Lanzman qui écrit les paroles de ses chansons.;Dutronc
Groupe d'artistes présentant ensemble une oeuvre de théâtre ou de musique.;Ensemble
Petite forme du clavecin, la production de son se faisant à l'aide d'un bec de plume. Instrument précurseur du piano.;Epinette
Genre de récit littéraire en prose ou en vers, qui raconte une action remarquable.;Epique
En musique, morceau destiné à faire travailler au musicien une difficulté particulière.;Etude
Chant portugais, né au début du XIXe siècle, qui tire son inspiration de poésies populaires et nostalgiques.;Fado
Danse populaire espagnole, souvent en mesure 3/4 ou 3/8, importée d'Amérique Centrale au XVIIe siècle, exécutée par deux personnes au son de la guitare et des castagnettes.;Fandango
Orchestre ou ensemble musical formé de cuivres, et éventuellement de vents, de bois ou de percussions.;Fanfare
En musique, allongement d'une note.;Fermata
Désignation internationale pour des manifestations musicales ou théâtrales organisées à des moments précis de l'année.;Festival
Petite flûte traversière en bois, d'origine suisse, autrefois utilisé dans les fanfares militaires.;Fifre
Par opposition à l'ouverture, se dit du dernier morceau d'un opéra ou d'une symphonie.;Final
Danse populaire espagnole, notamment des gitans, caractérisée par l'utilisation de castagnettes.;Flamenco
Instrument de musique à vent, en bois ou en métal.;Flute
En musique, indication qui commande de jouer plus fort.;Forte
En musique, sorte de fugue sans ses règles très strictes.;Fugato
Composition à plusieurs voix qui repose sur le contrepoint, c'est-à-dire qu'un ou plusieurs thèmes sont successivement repris par les différentes voix. Elle trouve son apogée dans l'oeuvre de Johann Sebastian Bach.;Fugue
En musique, signifie jouer avec ardeur.;Fuoco
En musique, jouer avec beaucoup d'impétuosité.;Furioso
Acteur français. Il incarna des personnages tragiques ou simplement humains (Pépé le Moko, la Grande Illusion), puis des hommes mûrs, révoltés ou nantis (Touchez pas au grisbi, En cas de malheur).;Gabin
(Clark) Acteur de cinéma américain (1901 ­ 1960). Il connut le succès dans des rôles de séducteur et d'aventurier: New York-Miami (1934), Autant en emporte le vent (1939), The Misfits (1961).;Gable
Musique de cour de l'Empire japonais, comprenant les concerts pour ensemble instrumental, le chant et la danse.;Gagaku
Grande fête, le plus souvent de caractère officiel.;Gala
(France) Interprète française (né en 1947). Elle est révélée par la chanson Poupée de cire, poupée de son, écrite et composée pour elle par Serge Gainsbourg et qui lui vaut le prix de l'Eurovision en 1965. Les Sucettes, du même auteur, est également un succès.;Gall
Ancienne danse à deux temps, du XIXe siècle.;Galop
(Abel) Cinéaste français (1889 ­ 1981). Inventeur de techniques nouvelles (notamment projection multiple, perspective sonore), il a réalisé des films muets remarquables par leur sens épique et leur lyrisme torrentueux: J'accuse (1918, refait en 1937), la Roue (1923), Napoléon (1927, sonorisé et comp;Gance
(Greta) Actrice de cinéma suédoise naturalisée américaine (1905 ­ 1990). Découverte par le cinéaste Mauritz Stiller, elle devint une star à Hollywood. Elle fut surnommée «la Divine» en raison de sa grande beauté. Elle arrête volontairement sa carrière après la Femme aux deux visages (1941).;Garbo
(Nicole) Actrice et réalisatrice française (née en 1948). Elle poursuit parallèlement une carrière au théâtre et au cinéma. Elle a réalisé deux films : Un week-end sur deux (1990) et le Fils préféré (1994).;Garcia
(Léon) Producteur de cinéma français (1864-1946). Il fonde sa société de production en 1895, puis construit, en 1905, ses propres studios pour être en mesure de faire concurrence aux studios Pathé. Dès cette époque, il tente de perfectionner la technique cinématographique par des essais sur le son e;Gaumont
Danse populaire française du XVIe siècle.;Gavotte
Célèbre personnage d'enfant effronté, dans les Misérables, symbolisant l'héroïsme, la liberté, l'imagination et l'astuce.;Gavroche
(Bob) Chanteur de rock et compositeur irlandais, devenu célèbre par son engagement social contre la famine en Afrique. Il a constitué en 1984 une organisation, nommée «Band Aid», à laquelle ont pris part les plus grands dans le domaine de la musique, et a organisé le concert Live Aid.;Geldof
(Daniel) Acteur français (né en 1921). Dès Rendez-vous de Juillet de Jacques Becker en 1949, il devient un des acteurs les plus célèbres du cinéma français. Il a depuis tourné avec les plus grands. Quelques uns de ses films : l'Homme qui en savait trop (1956), le Souffle au coeur (1970), la vie est ;Gelin
Groupe de rock anglais, dont les membres sont Phil Collins, Mike Rutherford et Tony Banks. Peter Gabriel en faisait également partie au début. Après son départ, Phil Collins devint le chanteur principal du groupe. Aujourd'hui, les membres du groupe ne se rencontrent plus très souvent, mais produisen;Genesis
Danse rapide en mesure 6/8 ou 12/8, qui se dansait beaucoup au Moyen Age.;Gigue
Personnage du théâtre de guignol. Il porte un tablier de cuir et une casquette de soie.;Gnafron
(Jean-Luc) Réalisateur français (né en 1930), représentant de la Nouvelle Vague. Remettant constamment en question les codes idéologiques et esthétiques liés au cinéma de son époque, il a su se démarquer par des films très personnels qui ont influencé toute une génération de cinéastes A bout de souf;Godard
(Jean-Jacques) Auteur, compositeur, interprète français (né en 1951). Après un itinéraire hésitant au sein de plusieurs petits groupes, il commence une carrière solo et connaît un succès immédiat auprès du public adolescent. Il a écrit des chansons pour Johnny Hallyday, Khaled ou Céline Dion. Depuis;Goldman
Instrument à percussion d'origine orientale, formé d'un grand disque suspendu librement sur lequel on frappe avec une baguette à tampon.;Gong
